userid,read_commentsum,likesum,click_avatarsum,forwardsum,commentsum,followsum,favoritesum,date_
9771,1,14,0,0,0,0,0,8
9784,0,2,0,0,0,0,0,8
9793,0,1,9,1,0,4,0,8
9833,32,4,0,0,0,0,0,8
9837,77,1,0,0,0,0,0,8
9844,0,1,0,0,0,0,0,8
9857,17,0,1,4,0,0,0,8
9865,48,1,1,1,0,0,0,8
9891,2,0,0,0,0,0,0,8
9896,1,2,0,0,0,0,0,8
9903,0,5,0,0,0,0,0,8
9929,0,3,0,0,0,0,0,8
9933,4,3,0,0,0,0,0,8
9957,0,2,0,0,0,0,0,8
9958,0,0,4,0,4,0,0,8
9968,0,3,1,0,0,0,0,8
9969,1,0,2,0,0,0,0,8
9974,0,2,5,0,0,0,0,8
9979,0,3,2,0,0,0,0,8
9981,14,1,3,0,0,0,0,8
9986,0,0,0,0,0,0,0,8
9987,0,0,7,0,0,1,0,8
9989,0,0,7,0,0,0,0,8
10007,0,58,0,2,0,0,0,8
10021,8,3,0,1,0,0,0,8
10024,20,1,1,0,0,0,0,8
10045,8,10,0,5,0,0,1,8
10052,0,0,0,12,0,0,0,8
10066,1,22,0,0,0,0,0,8
10068,0,0,0,1,0,0,0,8
10080,2,0,0,0,0,0,0,8
10116,0,8,0,1,0,0,0,8
10122,56,1,4,4,1,0,0,8
10126,0,0,2,2,0,0,0,8
10140,0,2,0,0,0,0,0,8
10151,30,4,1,0,0,0,0,8
10156,0,3,0,0,0,0,0,8
10163,30,1,0,0,0,0,0,8
10165,0,15,1,1,0,0,0,8
10169,0,1,0,0,0,0,0,8
10171,1,4,3,0,0,0,0,8
10213,0,3,1,0,0,0,0,8
10233,14,9,2,0,0,0,0,8
10239,1,0,1,0,0,1,0,8
10245,0,19,0,0,0,0,0,8
10271,0,29,0,0,0,0,0,8
10274,10,8,0,0,0,0,0,8
10284,0,0,5,0,0,0,0,8
10285,0,1,1,0,0,0,0,8
10293,3,0,0,4,0,0,0,8
10294,15,0,0,0,0,0,0,8
10314,21,2,1,0,0,0,3,8
10317,15,10,0,0,0,0,0,8
10321,0,6,0,1,0,0,0,8
10326,2,2,1,9,0,0,0,8
10337,0,2,17,0,0,0,0,8
10345,25,2,0,1,0,0,0,8
10353,0,0,2,0,0,0,0,8
10360,9,1,0,0,0,0,0,8
10365,0,0,1,0,0,0,0,8
10366,0,3,1,0,0,1,0,8
10367,0,0,1,0,0,0,0,8
10383,4,9,0,0,0,0,0,8
10438,0,2,0,0,0,0,0,8
10440,84,1,4,0,0,0,0,8
10443,4,1,1,0,0,0,0,8
10448,0,0,0,0,0,0,0,8
10458,1,3,1,0,0,0,0,8
10462,0,2,0,0,0,0,0,8
10493,0,2,2,0,0,0,0,8
10520,23,9,1,0,0,0,0,8
10533,0,12,0,0,0,0,0,8
10545,0,9,2,0,0,0,0,8
10547,0,1,1,1,0,1,0,8
10559,1,2,0,0,0,0,0,8
10572,0,1,6,4,0,0,0,8
10594,0,1,0,0,0,0,0,8
10603,0,3,0,0,0,0,12,8
10604,2,9,0,0,0,0,0,8
10610,1,1,0,1,0,0,0,8
10624,2,0,6,0,0,0,0,8
10626,0,0,0,0,0,0,0,8
10635,3,29,0,2,0,0,0,8
10636,0,1,0,0,0,0,0,8
10640,3,17,1,0,0,1,0,8
10658,11,0,1,0,0,0,0,8
10662,1,0,0,0,0,0,0,8
10673,1,1,0,0,0,0,0,8
10676,4,3,0,1,0,0,0,8
10679,0,1,2,0,0,1,0,8
10689,0,6,0,0,0,0,0,8
10690,12,5,6,0,3,0,0,8
10715,5,1,3,2,0,2,0,8
10736,0,2,0,0,0,0,0,8
10747,12,1,2,0,0,0,0,8
10753,0,3,2,0,0,0,0,8
10766,0,0,3,0,0,2,0,8
10794,0,2,0,0,0,0,0,8
10797,0,7,0,3,0,0,0,8
10799,0,0,9,0,0,0,0,8
10802,0,5,3,0,0,0,0,8
10812,8,0,0,1,0,0,0,8
10824,0,3,0,0,0,0,0,8
10843,0,2,0,0,0,0,0,8
10844,0,5,0,0,0,0,0,8
10855,0,2,0,0,0,0,0,8
10857,49,4,1,0,0,0,0,8
10867,0,0,12,0,0,0,0,8
10886,1,13,0,3,0,0,0,8
10892,30,4,0,0,1,0,0,8
10898,12,22,3,0,0,1,0,8
10915,0,0,0,0,0,0,0,8
10916,15,15,3,0,0,2,0,8
10925,0,2,0,0,0,0,0,8
10926,0,0,0,0,0,0,0,8
10942,0,0,0,0,0,0,0,8
10954,4,2,1,1,0,0,0,8
10958,6,0,1,2,0,0,1,8
10970,11,4,1,2,0,0,0,8
10971,0,2,0,0,0,0,0,8
10977,0,2,0,0,0,0,0,8
10992,1,9,0,0,0,0,0,8
10995,83,6,5,0,0,0,0,8
10999,0,0,0,0,0,0,0,8
11005,110,1,1,0,0,0,0,8
11035,1,3,0,0,0,0,0,8
11036,5,2,0,0,0,0,0,8
11039,4,0,1,8,0,0,7,8
11050,0,0,2,0,0,0,0,8
11051,0,9,0,2,0,0,0,8
11069,0,0,0,0,0,0,0,8
11097,0,2,0,0,0,0,0,8
11110,0,0,0,0,0,0,0,8
11125,49,1,0,0,0,0,0,8
11136,11,7,1,0,0,0,0,8
11139,0,1,0,0,0,0,0,8
11159,6,4,2,0,0,0,2,8
11176,0,4,1,0,0,0,0,8
11246,1,0,1,0,0,0,0,8
11254,0,12,2,0,0,1,0,8
11289,0,4,0,0,0,0,0,8
11293,0,7,0,0,0,0,1,8
11304,0,3,9,0,0,1,1,8
11307,11,0,0,2,0,0,0,8
11312,0,15,0,0,0,0,0,8
11317,0,4,1,0,0,0,0,8
11330,0,1,0,0,0,0,0,8
11334,2,10,0,1,0,0,0,8
11337,1,0,0,0,0,0,0,8
11365,0,3,0,0,0,0,0,8
11411,0,0,2,0,0,0,0,8
11439,11,0,9,0,0,1,0,8
11468,11,3,1,0,0,0,0,8
11477,0,3,0,0,0,0,0,8
11479,0,0,0,0,0,0,0,8
11511,0,3,0,1,0,0,0,8
11514,0,2,0,0,0,0,0,8
11535,0,0,0,0,0,0,0,8
11537,0,2,20,0,0,0,0,8
11543,1,0,0,1,0,0,0,8
11564,0,0,0,0,0,0,0,8
11566,1,0,9,0,0,0,0,8
11597,0,0,0,0,0,0,0,8
11604,8,0,2,0,0,1,0,8
11642,20,8,0,0,0,0,0,8
11666,1,2,2,8,0,2,0,8
11670,0,47,0,1,0,0,0,8
11721,0,1,6,0,0,0,0,8
11748,0,0,0,4,0,0,0,8
11768,4,0,0,0,0,0,0,8
11773,0,0,1,0,0,0,0,8
11783,0,2,0,0,0,0,0,8
11791,0,2,1,0,0,0,0,8
11809,0,0,0,0,0,0,0,8
11810,0,4,0,0,0,0,0,8
11811,20,2,1,0,0,0,0,8
11813,0,8,0,2,0,0,1,8
11828,0,1,0,3,0,0,0,8
11859,1,2,1,0,0,0,0,8
11882,4,2,13,0,0,0,0,8
11908,0,0,0,1,0,0,0,8
11909,0,21,0,0,0,0,0,8
11977,12,0,0,0,0,0,0,8
11982,0,5,1,0,0,0,0,8
12007,0,23,1,0,0,0,0,8
12019,7,1,0,0,0,0,0,8
12038,0,0,0,0,0,0,0,8
12040,0,0,0,0,0,0,1,8
12075,4,5,0,0,0,0,0,8
12091,6,7,0,0,0,0,0,8
12092,0,9,0,0,0,0,0,8
12131,0,1,1,0,0,0,1,8
12150,0,10,0,0,0,0,0,8
12156,0,11,0,0,0,0,0,8
12158,1,5,0,0,0,0,0,8
12161,10,1,1,0,0,0,2,8
12167,0,1,0,0,0,0,0,8
12173,0,4,1,3,0,0,0,8
12190,32,4,5,0,0,0,0,8
12195,0,5,0,0,0,0,0,8
12204,0,1,4,0,0,1,0,8
12207,0,1,1,0,0,0,0,8
12215,1,0,0,1,0,0,0,8
12217,0,3,0,0,0,0,0,8
12222,3,2,0,0,0,0,0,8
12230,0,21,1,0,0,1,0,8
12258,0,4,0,0,0,0,0,8
12269,0,1,2,0,0,0,0,8
12271,21,16,0,0,0,0,0,8
12284,0,0,0,0,0,0,0,8
12324,1,1,0,0,0,0,0,8
12342,0,0,0,4,0,0,0,8
12363,0,1,0,0,0,0,0,8
12373,47,0,1,1,0,0,0,8
12379,0,74,8,4,1,0,0,8
12380,6,4,2,0,0,0,0,8
12402,0,2,0,7,0,0,1,8
12415,0,0,0,0,0,0,0,8
12420,77,9,9,1,0,1,0,8
12426,0,0,2,3,0,0,0,8
12430,0,3,0,0,0,0,0,8
12435,16,0,28,1,0,0,0,8
12482,39,0,8,0,0,0,0,8
12487,10,59,1,0,0,0,0,8
12502,34,26,0,0,0,0,0,8
12511,2,0,0,0,0,0,0,8
12514,0,3,0,0,0,0,0,8
12517,0,0,5,0,0,0,0,8
12538,3,0,0,0,0,0,0,8
12557,2,1,7,0,0,0,0,8
12558,2,1,0,1,0,0,2,8
12576,0,0,2,8,0,0,0,8
12579,15,0,0,0,0,0,0,8
12583,0,1,0,0,0,0,0,8
12587,0,1,0,9,0,0,0,8
12603,0,0,3,0,0,0,0,8
12611,0,1,0,0,0,0,0,8
12621,0,3,1,0,0,0,0,8
12622,0,3,0,0,0,0,0,8
12628,0,0,4,1,0,0,0,8
12649,0,0,0,0,0,0,0,8
12651,0,0,2,0,0,0,0,8
12659,1,0,2,0,0,0,0,8
12671,0,1,0,0,0,0,0,8
12697,0,7,0,0,0,0,0,8
12743,91,0,12,0,0,0,0,8
12752,0,5,1,0,0,0,4,8
12758,6,0,1,2,0,0,0,8
12789,1,0,3,0,0,1,0,8
12830,23,4,5,0,1,0,0,8
12834,3,0,1,0,0,0,0,8
12849,0,4,3,11,0,2,0,8
12882,5,10,0,0,0,0,0,8
12883,2,3,0,0,0,0,0,8
12891,0,0,0,0,0,0,0,8
12894,3,4,0,0,0,0,0,8
12935,0,3,1,0,0,0,0,8
12947,0,0,0,0,0,0,0,8
12955,0,3,0,0,0,0,0,8
12957,0,2,0,0,0,0,0,8
12962,3,11,0,0,0,0,0,8
12971,0,0,0,0,0,0,0,8
12977,17,1,0,0,0,0,0,8
13028,5,17,1,1,1,1,0,8
13030,0,2,2,0,0,0,0,8
13032,0,3,0,0,0,0,0,8
13045,0,2,0,1,0,0,0,8
13053,0,0,0,3,0,0,0,8
13055,0,4,0,0,0,0,0,8
13073,0,4,0,3,0,0,0,8
13100,0,0,4,0,0,0,0,8
13108,0,0,13,0,0,0,0,8
13118,1,2,0,0,0,0,0,8
13145,2,21,0,16,0,0,0,8
13153,0,2,1,7,0,0,0,8
13192,0,9,1,2,0,0,0,8
13209,0,2,0,0,0,0,0,8
13240,0,2,0,0,0,0,0,8
13275,0,1,0,0,0,0,0,8
13280,22,3,0,16,4,0,0,8
13283,0,5,0,0,0,0,0,8
13302,1,0,0,0,0,0,0,8
13310,0,0,0,0,0,0,0,8
13327,56,10,6,0,0,0,0,8
13329,0,2,2,6,0,1,0,8
13340,0,1,0,1,0,0,0,8
13385,1,3,8,0,0,0,0,8
13468,0,1,1,0,1,0,0,8
13483,0,0,1,0,0,1,0,8
13485,0,1,0,0,0,0,0,8
13508,2,1,0,2,0,0,0,8
13535,0,4,0,0,0,0,0,8
13553,0,0,4,0,0,0,0,8
13575,0,4,2,0,0,0,0,8
13613,3,26,0,0,0,0,0,8
13636,1,1,0,9,0,0,0,8
13644,0,3,0,0,0,0,0,8
13648,0,0,0,0,0,0,0,8
13654,4,3,0,0,0,0,0,8
13661,0,0,0,0,0,0,0,8
13674,0,1,0,0,0,0,0,8
13676,0,8,0,0,0,0,0,8
13679,0,0,0,0,0,0,0,8
13686,8,2,0,0,0,0,0,8
13689,0,2,0,5,0,0,0,8
13703,0,0,4,0,0,0,0,8
13715,119,1,0,0,0,0,0,8
13721,0,16,0,0,0,0,0,8
13729,2,6,2,0,0,0,0,8
13772,4,2,1,0,0,0,0,8
13821,0,4,0,0,0,0,0,8
13825,0,0,0,0,0,0,0,8
13828,0,22,0,0,0,0,0,8
13840,8,9,0,0,0,0,0,8
13841,0,1,0,0,0,0,0,8
13866,0,1,3,0,0,0,0,8
13870,0,8,0,0,0,0,0,8
13873,0,2,0,1,0,0,0,8
13876,1,2,0,0,0,0,0,8
13890,0,2,12,0,1,0,0,8
13899,0,10,0,0,0,0,0,8
13909,0,2,0,1,0,0,1,8
13913,0,1,0,0,0,0,0,8
13924,0,1,4,0,0,0,0,8
13935,0,5,0,0,0,0,0,8
13939,1,2,0,0,0,0,0,8
13957,15,7,0,0,0,0,0,8
13995,1,1,0,4,0,0,0,8
14004,0,0,4,0,0,0,0,8
14013,2,5,0,0,0,0,0,8
14023,1,3,0,0,0,0,0,8
14035,0,17,0,0,0,0,0,8
14050,0,5,0,0,0,0,0,8
14100,77,5,1,0,0,0,0,8
14124,0,44,0,0,1,0,0,8
14133,0,1,1,0,0,0,0,8
14137,0,0,0,0,0,0,0,8
14160,2,2,9,0,0,2,0,8
14180,0,6,0,0,0,0,0,8
14204,132,1,2,2,0,1,0,8
14218,4,5,0,0,1,0,0,8
14224,0,0,0,0,0,0,0,8
14238,0,5,0,4,0,0,0,8
14254,0,0,0,0,0,0,0,8
14283,0,10,1,0,0,0,0,8
14289,2,51,3,0,0,0,1,8
14293,0,5,0,0,0,0,0,8
14298,0,1,10,4,0,3,0,8
14300,1,0,0,9,0,0,0,8
14320,0,2,0,2,0,0,0,8
14323,0,5,0,6,0,0,0,8
14324,0,1,1,0,0,0,0,8
14331,0,0,2,0,0,0,0,8
14337,11,1,0,0,0,0,0,8
14345,0,0,0,0,0,0,0,8
14350,68,8,0,0,0,0,0,8
14358,0,0,1,0,0,0,0,8
14381,0,3,0,0,0,0,0,8
14403,0,3,0,0,0,0,0,8
14405,0,1,0,0,0,0,0,8
14411,0,1,0,0,0,0,0,8
14413,1,8,0,2,0,0,0,8
14429,0,0,1,0,0,0,0,8
14459,0,1,8,0,0,0,0,8
14461,9,3,0,0,0,0,0,8
14466,31,1,0,2,0,0,0,8
14488,0,0,6,0,0,0,0,8
14497,1,1,3,0,0,0,0,8
14498,15,10,0,2,0,0,0,8
14499,0,2,0,0,0,0,0,8
14509,11,3,0,0,0,0,0,8
14519,0,7,3,0,0,2,0,8
14576,2,2,0,0,0,0,0,8
14587,0,3,3,11,0,0,0,8
14588,0,0,1,0,0,0,0,8
14644,0,13,0,0,0,0,0,8
14652,2,6,0,0,0,0,0,8
14656,0,1,3,8,0,3,0,8
14670,0,0,0,0,0,0,0,8
14679,124,3,1,0,0,0,0,8
14728,3,48,1,0,0,0,0,8
14767,4,1,1,0,0,0,0,8
14775,0,1,0,1,0,0,0,8
14788,2,0,0,0,0,0,0,8
14828,0,0,0,1,0,0,0,8
14834,3,11,1,2,0,0,0,8
14848,6,1,3,0,0,0,0,8
14857,1,2,19,0,0,0,0,8
14862,0,0,0,0,0,0,0,8
14872,0,1,0,0,0,0,0,8
14893,37,81,0,0,1,0,0,8
14898,0,4,11,0,0,0,0,8
14909,22,3,4,0,0,0,0,8
14930,0,3,0,0,0,0,0,8
14965,0,4,0,7,0,0,0,8
14966,0,0,3,0,0,0,0,8
14976,0,1,0,0,0,0,0,8
14992,88,3,0,0,0,0,0,8
14993,0,3,0,0,0,0,0,8
15026,2,3,0,0,0,0,0,8
15033,11,0,11,0,0,0,0,8
15037,0,1,0,0,0,0,0,8
15085,0,26,4,0,1,0,0,8
15123,0,0,1,0,0,0,0,8
15166,1,2,0,0,0,0,0,8
15177,0,6,0,0,0,0,1,8
15210,0,1,3,0,0,0,0,8
15215,0,1,4,0,0,0,0,8
15218,0,1,0,0,0,0,0,8
15221,11,1,2,0,0,0,0,8
15253,0,1,0,1,0,0,3,8
15287,0,3,1,5,0,0,0,8
15343,8,1,4,0,0,0,0,8
15361,0,1,0,0,0,0,0,8
15371,0,3,1,0,0,0,0,8
15405,0,0,5,0,0,0,0,8
15441,0,0,0,0,0,0,0,8
15454,9,4,0,0,0,0,0,8
15464,0,1,0,1,0,0,0,8
15465,16,0,3,0,0,0,0,8
15480,0,0,0,0,0,0,0,8
15492,18,16,0,0,0,0,0,8
15511,23,18,0,0,0,0,0,8
15515,0,2,0,0,0,0,0,8
15527,5,0,1,0,0,1,0,8
15551,1,3,0,1,0,0,0,8
15562,137,7,1,1,0,0,0,8
15566,0,3,0,0,0,0,0,8
15573,0,0,0,0,0,0,0,8
15580,2,3,12,0,0,0,0,8
15582,1,0,0,0,0,0,0,8
15591,0,0,3,0,0,2,0,8
15617,7,3,0,0,0,0,0,8
15624,15,2,0,0,0,0,0,8
15648,5,1,4,0,0,0,0,8
15654,0,4,1,0,0,0,0,8
15685,2,24,1,0,0,0,0,8
15693,0,0,0,1,0,0,0,8
15697,33,8,0,0,0,0,0,8
15702,0,0,4,0,0,0,0,8
15703,0,0,0,0,0,0,0,8
15725,0,2,0,0,0,0,0,8
15735,9,0,7,0,0,0,0,8
15740,0,5,1,0,0,0,0,8
15742,0,55,0,2,0,0,0,8
15766,2,0,0,0,0,0,0,8
15773,0,1,9,0,0,0,0,8
15791,0,3,0,0,0,0,0,8
15808,1,0,0,0,0,0,0,8
15814,0,2,1,1,0,0,0,8
15883,0,1,2,3,0,0,0,8
15884,2,0,3,0,0,0,0,8
15886,12,3,3,0,0,0,0,8
15896,0,1,2,0,0,0,0,8
15899,0,1,0,3,0,0,0,8
15901,12,3,1,0,0,0,0,8
15912,0,0,0,0,0,0,0,8
15917,0,4,0,1,0,0,0,8
15918,0,1,0,0,0,0,0,8
15927,0,2,5,0,0,2,0,8
15929,0,3,0,4,1,0,2,8
15931,2,1,0,20,0,0,0,8
15950,0,5,2,0,0,0,0,8
15956,0,0,0,1,0,0,0,8
15982,0,0,0,0,0,0,0,8
15994,0,0,9,0,0,1,0,8
15999,0,0,3,0,0,0,0,8
16009,0,1,0,0,0,0,1,8
16018,70,3,1,0,0,0,0,8
16045,77,9,3,0,0,0,0,8
16056,0,3,0,0,0,0,0,8
16063,0,2,0,0,0,0,0,8
16068,2,1,0,0,0,0,0,8
16073,0,0,1,0,0,1,0,8
16075,1,12,0,0,0,0,0,8
16096,52,0,1,0,0,1,0,8
16117,0,2,9,1,1,0,0,8
16123,0,0,0,1,0,0,0,8
16124,2,0,0,0,0,0,0,8
16170,0,1,0,2,0,0,0,8
16200,0,2,0,0,0,0,0,8
16241,0,5,0,0,0,0,0,8
16243,30,4,0,1,0,0,0,8
16267,0,0,2,1,0,0,0,8
16277,1,0,4,0,0,0,0,8
16282,0,5,0,0,0,0,0,8
16288,1,0,0,0,0,0,0,8
16295,0,1,0,0,0,0,0,8
16343,0,62,1,8,1,0,0,8
16346,0,2,0,0,0,0,0,8
16350,0,0,0,1,0,0,0,8
16363,0,0,0,0,0,0,0,8
16379,2,45,0,5,0,0,0,8
16394,0,7,1,0,0,0,0,8
16398,0,0,2,0,0,0,0,8
16408,0,3,0,0,0,0,0,8
16413,0,9,1,0,7,0,0,8
16454,0,6,0,0,0,0,0,8
16455,2,3,0,0,0,0,0,8
16472,0,13,7,1,0,0,1,8
16487,9,1,5,0,0,0,0,8
16527,1,0,0,0,0,0,0,8
16534,0,20,0,3,0,0,14,8
16560,0,5,0,0,0,0,0,8
16597,0,5,0,0,0,0,0,8
16609,1,0,2,0,0,0,0,8
16617,0,3,0,0,0,0,0,8
16624,1,6,0,0,0,0,0,8
16625,0,0,2,0,0,0,0,8
16628,0,5,0,1,0,0,0,8
16635,0,0,0,2,0,0,0,8
16636,77,11,0,0,0,0,0,8
16683,0,0,0,0,0,0,0,8
16685,0,0,2,0,0,0,0,8
16726,0,0,0,0,0,0,0,8
16738,0,4,0,0,0,0,0,8
16754,0,2,0,0,0,0,0,8
16766,0,1,1,0,0,0,0,8
16798,0,4,0,0,0,0,0,8
16805,2,0,3,0,0,0,0,8
16808,0,0,0,0,0,0,0,8
16809,23,4,0,0,0,0,0,8
16818,0,2,0,0,0,0,0,8
16824,0,15,2,0,0,0,0,8
16826,1,0,0,0,0,0,0,8
16839,0,36,0,1,0,0,0,8
16853,0,2,0,1,0,0,0,8
16871,0,1,0,0,0,0,0,8
16876,0,14,0,3,0,0,0,8
16878,78,4,2,1,0,1,0,8
16904,123,1,2,0,0,0,0,8
16917,0,0,2,0,0,0,0,8
16932,3,0,0,0,0,0,0,8
16969,0,0,0,0,0,0,0,8
16974,32,3,0,0,0,0,0,8
16995,1,4,0,0,0,0,0,8
16997,0,4,0,0,0,0,0,8
16999,5,1,0,0,0,0,0,8
17006,0,9,0,0,0,0,0,8
17019,0,5,4,1,0,0,0,8
17022,0,1,1,0,0,0,0,8
17030,0,0,0,2,0,0,0,8
17041,0,0,0,0,0,0,0,8
17049,0,0,0,0,0,0,0,8
17080,0,3,0,0,0,0,1,8
17087,1,1,3,1,0,0,0,8
17099,0,0,4,0,0,0,0,8
17107,0,4,2,0,0,0,0,8
17114,6,2,0,0,0,0,0,8
17123,0,3,0,0,0,0,0,8
17125,3,0,1,0,0,0,0,8
17128,8,7,2,6,0,2,1,8
17150,0,0,0,0,0,0,0,8
17160,3,4,0,0,0,0,0,8
17167,0,0,0,3,0,0,0,8
17173,0,31,1,3,0,0,0,8
17174,0,2,0,0,0,0,1,8
17191,1,1,3,0,0,0,0,8
17225,0,8,0,0,0,0,0,8
17316,0,1,0,0,0,0,0,8
17319,0,1,1,0,0,0,0,8
17335,0,0,0,0,0,0,3,8
17347,0,0,0,0,0,0,16,8
17356,10,1,0,1,0,0,0,8
17359,3,2,0,0,0,0,0,8
17380,25,0,0,0,0,0,0,8
17387,0,2,0,0,0,0,0,8
17436,1,1,3,0,0,0,0,8
17448,0,1,0,6,0,0,0,8
17458,0,1,3,0,0,0,0,8
17468,0,10,0,1,1,0,0,8
17476,0,2,0,0,0,0,0,8
17481,0,5,0,0,0,0,0,8
17500,0,2,0,0,0,0,0,8
17509,0,5,0,0,0,0,0,8
17511,0,3,2,1,0,0,0,8
17557,2,9,0,0,0,0,0,8
17663,0,0,1,0,0,0,1,8
17665,0,0,1,0,0,0,0,8
17666,4,0,1,0,0,0,0,8
17667,0,5,0,0,0,0,0,8
17670,0,0,0,5,0,0,0,8
17672,0,3,0,0,0,0,0,8
17676,0,28,5,0,0,1,3,8
17688,0,1,1,0,0,0,0,8
17694,0,0,0,0,0,0,0,8
17712,0,9,0,0,0,0,0,8
17715,0,6,0,0,0,0,0,8
17718,0,0,0,6,0,0,0,8
17733,0,3,1,0,0,0,0,8
17740,0,0,13,0,0,5,0,8
17741,0,3,0,0,0,0,0,8
17763,0,3,2,0,0,0,0,8
17765,0,24,0,7,0,0,0,8
17766,0,6,2,0,0,0,0,8
17771,0,0,0,0,0,0,0,8
17817,0,3,0,0,0,0,0,8
17824,1,0,1,0,0,0,0,8
17826,11,14,0,0,0,0,0,8
17839,0,1,0,0,0,0,0,8
17862,0,2,0,0,0,0,1,8
17865,0,1,2,0,0,0,0,8
17872,0,6,5,0,0,1,0,8
17880,0,0,7,0,0,0,0,8
17882,0,51,0,0,0,0,0,8
17887,0,1,0,2,0,0,0,8
17899,4,6,0,0,0,0,0,8
17912,0,0,2,2,0,0,0,8
17914,2,3,2,1,0,1,2,8
17928,0,1,2,1,0,0,0,8
17939,14,2,3,0,0,1,1,8
17944,0,0,0,3,0,0,0,8
17951,17,8,0,0,0,0,0,8
17955,11,3,0,1,0,0,0,8
17990,8,0,1,2,0,0,0,8
17995,0,0,1,0,0,0,2,8
18002,0,2,0,0,0,0,0,8
18011,16,5,2,20,0,0,0,8
18024,0,48,0,4,0,0,0,8
18051,2,1,0,0,0,0,0,8
18086,0,2,0,0,0,0,0,8
18088,0,8,0,2,0,0,0,8
18090,0,2,1,0,0,0,0,8
18091,0,2,1,2,0,0,0,8
18098,0,3,0,1,0,0,2,8
18109,0,6,0,0,0,0,0,8
18139,0,0,0,0,0,0,0,8
18144,10,6,0,0,0,0,0,8
18151,0,1,0,7,0,0,0,8
18174,17,3,0,4,0,0,0,8
18183,0,2,0,0,0,0,0,8
18191,0,0,2,1,0,1,0,8
18241,0,2,0,0,0,0,0,8
18242,1,6,0,0,0,0,0,8
18255,0,0,0,0,0,0,0,8
18308,0,3,1,2,0,0,0,8
18339,0,1,0,2,0,0,0,8
18370,30,1,0,0,0,0,0,8
18374,1,0,0,0,0,0,0,8
18382,0,1,0,1,0,0,0,8
18392,0,3,0,1,0,0,0,8
18402,0,3,0,0,0,0,0,8
18430,0,7,0,2,0,0,0,8
18435,0,1,0,0,0,0,0,8
18446,0,2,0,0,0,0,0,8
18450,0,0,4,0,0,0,0,8
18451,0,0,0,0,0,0,0,8
18453,0,9,0,11,0,0,0,8
18454,0,0,1,2,0,0,0,8
18472,0,12,0,0,0,0,0,8
18491,0,1,0,0,0,0,0,8
18506,0,3,1,0,0,0,0,8
18508,1,0,0,1,0,0,0,8
18517,2,5,1,0,0,0,0,8
18522,0,1,1,0,0,0,0,8
18551,8,2,0,0,0,0,0,8
18561,0,0,0,0,0,0,0,8
18563,0,3,0,0,0,0,0,8
18568,0,1,9,0,0,4,0,8
18581,0,3,0,0,0,0,0,8
18583,0,0,3,0,0,0,0,8
18594,0,1,0,0,0,0,0,8
18596,2,0,1,1,0,0,0,8
18635,2,4,0,0,0,0,0,8
18638,0,1,0,0,0,0,0,8
18640,2,0,0,0,0,0,0,8
18647,0,2,0,0,0,0,0,8
18652,0,2,0,0,0,0,0,8
18658,0,0,0,0,0,0,0,8
18674,0,5,0,0,0,0,0,8
18701,2,1,0,0,0,0,0,8
18705,5,7,3,0,0,0,0,8
18728,31,8,1,0,0,0,0,8
18735,0,3,1,0,0,0,0,8
18741,4,6,3,1,0,0,0,8
18745,1,10,0,0,0,0,0,8
18769,0,0,1,3,0,0,0,8
18771,0,1,0,0,0,0,0,8
18775,0,0,1,4,0,0,0,8
18781,1,2,1,0,0,0,0,8
18801,0,2,2,3,0,0,0,8
18808,30,2,0,0,0,0,0,8
18811,0,0,1,0,0,0,0,8
18820,0,0,0,0,0,0,0,8
18825,1,0,2,0,0,0,0,8
18833,0,0,0,0,0,0,0,8
18839,0,25,0,0,0,0,0,8
18851,1,1,0,1,0,0,0,8
18860,0,2,0,0,0,0,0,8
18871,0,2,0,3,0,0,0,8
18878,0,0,0,0,0,0,4,8
18882,0,13,0,0,0,0,0,8
18894,0,0,3,0,0,0,0,8
18917,0,0,1,0,0,0,0,8
18918,4,14,0,0,0,0,0,8
18929,0,0,1,0,0,0,0,8
18939,0,3,0,0,0,0,0,8
18964,1,44,1,1,0,0,0,8
18993,0,7,0,3,0,0,0,8
19010,0,3,2,0,0,0,0,8
19028,3,6,3,0,0,0,0,8
19055,0,0,0,2,0,0,0,8
19070,2,41,6,5,0,2,0,8
19072,0,2,0,0,0,0,0,8
19086,0,0,0,0,0,0,0,8
19092,1,13,0,0,0,0,0,8
19095,1,1,2,0,0,0,0,8
19104,0,10,0,0,0,0,0,8
19111,0,0,1,0,0,0,2,8
19130,2,1,1,0,0,1,0,8
19132,0,0,0,2,0,0,0,8
19184,20,5,0,0,0,0,0,8
19194,2,0,1,0,0,0,4,8
19203,0,0,1,0,0,0,0,8
19216,0,3,0,0,0,0,0,8
19233,1,5,3,0,0,0,0,8
19251,1,6,0,11,0,0,0,8
19265,0,1,0,0,0,0,0,8
19292,30,1,0,0,0,0,0,8
19295,0,1,10,0,0,0,0,8
19296,0,0,0,0,0,0,0,8
19314,41,138,2,1,1,1,1,8
19334,0,0,0,0,0,0,0,8
19350,0,2,2,0,0,0,0,8
19353,0,3,1,0,0,0,0,8
19391,0,0,7,0,0,0,0,8
19402,5,5,0,0,0,0,0,8
19404,1,6,0,0,0,0,0,8
19405,2,0,1,2,0,0,0,8
19410,0,2,0,2,0,0,0,8
19414,0,0,3,0,0,1,0,8
19480,0,0,0,4,0,0,0,8
19484,0,2,0,0,0,0,0,8
19487,0,8,0,2,0,0,0,8
